"idő","kút","latitude","longitude","Év","Hónap","Cu","Ni","Co","Cr","Cd","Pb","Zn","As","NH4","PO4","NO3","NO2","pH","T","Vez.kép","logcu","logni","logco","logcr","logcd","logpb","logzn","logas","lognh4","logpo4","logno3","logno2","logvezkep","FAC1_1","FAC2_1","FAC3_1","FAC4_1","FAC5_1"
"271.00","18.00","46.23883960","20.11346484","2.0","7.0","32.51","11.24","0.32","1.11","0.95","12.36","634.1","","913.65","80.13","63854.17","526.75","","17.1","1488.0","3.481547734315814","2.419478844465545","-1.1394342831883648","0.10436001532424286","-0.05129329438755058","2.514465452029545","6.452206670705986","","6.817447565950603","4.383650315789979","11.06435716864684","6.266726052684298","7.305188215393037","","","","",""
"272.00","19.00","46.23053857","20.10034707","2.0","7.0","5.1","11.22","0.94","2.23","0.54","1.27","169.5","","130.16","44.1","77979.82","62.93","","14.2","1703.0","1.62924053973028","2.4176979000945504","-0.06187540371808753","0.8020015854720274","-0.616186139423817","0.23901690047049992","5.1328529268205045","","4.868764462910782","3.7864597824528","11.264205354249748","4.1420229975388425","7.440146680662688","","","","",""
"273.00","20.00","46.24153422","20.13221898","2.0","7.0","149.0","17.21","0.4","2.35","0.77","5.07","2675.0","","55.69","660.89","29427.33","59.53","","17.4","1812.0","5.003946305945459","2.845490610223448","-0.916290731874155","0.8544153281560676","-0.2613647641344075","1.623340817603092","7.891704659330107","","4.019800597601577","6.493587411479804","10.289679113360595","4.086480387165299","7.502186486602924","","","","",""
"274.00","21.00","46.24300451","20.14320387","2.0","7.0","155.3","5.17","0.83","0.63","0.91","2.94","790.0","3.06","71.16","61.14","11434.29","39.64","","18.0","1924.0","5.045358730154642","1.6428726885203377","-0.18632957819149348","-0.4620354595965587","-0.09431067947124129","1.0784095813505903","6.672032945461067","1.1184149159642893","4.264930862797635","4.113166316462689","9.34437201445488","3.6798387094617873","7.562161631225652","","","","",""
"275.00","22.00","46.24557979","20.15097325","2.0","7.0","1011.0","22.83","1.31","2.04","0.45","33.07","7500.0","6.18","1109.54","1934.13","100.0","14.83","6.75","18.6","3580.0","6.918695219020472","3.1280754605417043","0.2700271372130602","0.712949807856125","-0.7985076962177716","3.4986265269937014","8.922658299524402","1.8213182714695995","7.011700793998581","7.5674128919548185","4.605170185988092","2.696652156149841","8.183118079394745","1.8844039486127109","0.11486939448509656","0.8092124003507106","-1.377646736741835","2.3553466561071477"
"276.00","23.00","46.24840638","20.15806068","2.0","7.0","30.46","12.26","0.22","1.33","0.92","4.07","275.2","26.48","10520.36","349.09","100.0","26.52","","17.8","1764.0","3.4164143474670157","2.506341930508065","-1.5141277326297755","0.28517894223366247","-0.08338160893905101","1.4036429994545037","5.617498106059188","3.2763897310688073","9.261067706238512","5.855329768613345","4.605170185988092","3.277899165317662","7.475339236566737","","","","",""
"277.00","24.00","46.25172895","20.16445487","2.0","7.0","683.5","14.33","0.72","1.36","0.81","37.56","4783.0","3.83","387.9","84.99","327966.21","3458.59","","16.7","3540.0","6.527226656164005","2.6623552418400807","-0.3285040669720361","0.3074846997479607","-0.21072103131565253","3.6259396543400624","8.472823243680297","1.3428648031925547","5.9607475744459215","4.442533602510535","12.700665863766849","8.148616270544323","8.17188200612782","","","","",""
"278.00","25.00","46.24005589","20.18297373","2.0","7.0","3.77","15.46","0.55","1.45","0.04","8.75","48.79","2.46","5222.57","66.04","664.69","47.34","","18.4","1785.0","1.3270750014599193","2.738256043159276","-0.5978370007556204","0.371563556432483","-3.2188758248682006","2.169053700369523","3.8875253738277458","0.9001613499442714","8.560744896883259","4.190260619051927","6.499320766553445","3.857355604085838","7.487173694213739","","","","",""
"279.00","26.00","46.23663514","20.17605732","2.0","7.0","9.86","19.12","2.08","1.86","0.64","5.16","125.7","","11141.36","110.03","100.0","14.51","","16.9","1712.0","2.288486168614544","2.9507349076232554","0.7323678937132266","0.62057648772511","-0.4462871026284195","1.6409365794934714","4.8338981155962015","","9.31841958861508","4.700753055881822","4.605170185988092","2.6748380668960965","7.445417556701687","","","","",""
"280.00","27.00","46.22037611","20.16340414","2.0","7.0","38.28","32.22","0.47","1.87","0.81","8.6","2706.0","","733.17","427.65","100.0","48.88","","17.4","7860.0","3.6449275665847534","3.472587377748828","-0.7550225842780328","0.6259384308664954","-0.21072103131565253","2.151762203259462","7.903226808730733","","6.597377598598167","6.058305104026791","4.605170185988092","3.88936831486334","8.969541885423252","","","","",""
"281.00","28.00","46.25197526","20.15110145","2.0","7.0","383.4","42.5","0.88","0.98","1.67","27.6","1023.0","24.2","53.57","118.22","250304.07","2824.81","7.03","14.3","7080.0","5.949078830611544","3.7495040759303713","-0.12783337150988489","-0.020202707317519466","0.5128236264286637","3.3178157727231046","6.930494765951626","3.186352633162641","3.980989209892869","4.772547295396223","12.43043173777508","7.946196384681544","8.865029186687766","1.096451977356786","1.1114212688506275","1.4294746167874328","1.5663979771087937","0.3878796597582008"
"282.00","1.00","46.26445781","20.07529457","2.0","8.0","32.27","18.62","0.22","4.87","0.29","5.78","276.17","","96.41","54.61","43429.9","105.96","","","2094.0","3.4741380060638707","2.924236271848921","-1.5141277326297755","1.5830939370944985","-1.2378743560016174","1.7544036826842861","5.621016618131701","","4.568609930676289","4.000217016164062","10.67890342297038","4.663061664403869","7.646831391430482","","","","",""
"283.00","2.00","46.27994942","20.09128970","2.0","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"284.00","3.00","46.27069589","20.11667412","2.0","8.0","6.24","18.02","0.33","4.18","0.07","1.27","7.07","5.64","4402.29","1001.02","100.0","8.71","","","1676.0","1.8309801823813363","2.8914822521801917","-1.1086626245216111","1.430311246536665","-2.659260036932778","0.23901690047049992","1.9558604799084813","1.7298840655099674","8.389880139062313","6.908774759135603","4.605170185988092","2.1644717908644115","7.424165281042028","","","","",""
"285.00","4.00","46.27920246","20.12871370","2.0","8.0","12.73","17.41","0.33","3.09","0.09","10.19","186.04","1.65","106.77","299.51","1951.76","33.78","","","5890.0","2.543961412569315","2.8570447537800976","-1.1086626245216111","1.128171090909654","-2.4079456086518722","2.321406847234633","5.225961704355896","0.5007752879124892","4.670676988190211","5.702147805979741","7.576486808594294","3.519868911379654","8.681011276645632","","","","",""
"286.00","5.00","46.27494389","20.13112318","2.0","8.0","23.54","18.23","0.22","3.56","0.11","2.83","74.98","","81.3","54.37","260353.71","331.7","","","372.0","3.1587011018321305","2.9030685886905716","-1.5141277326297755","1.269760544863939","-2.2072749131897207","1.0402767116551463","4.317221411307766","","4.398146016553765","3.995812531157829","12.469796408537526","5.804230945953007","5.918893854273146","","","","",""
"287.00","6.00","46.26920020","20.15307660","2.0","8.0","20.45","18.29","0.23","3.57","0.07","2.41","64.19","","126.06","52.63","181095.82","27.59","","","5990.0","3.017982882488811","2.906354462402774","-1.4696759700589417","1.2725655957915476","-2.659260036932778","0.8796267475025636","4.161847435323687","","4.836757984084964","3.9632862993656874","12.106781562434506","3.3174533882291946","8.697846691109495","","","","",""
"288.00","7.00","46.26934011","20.16596127","2.0","8.0","15.24","16.38","0.02","3.55","0.14","1.64","80.55","0.55","548.51","150.75","55887.62","38.49","","","3220.0","2.7239235502585","2.7960610784249234","-3.912023005428146","1.2669476034873244","-1.9661128563728327","0.494696241836107","4.388878109622984","-0.5978370007556204","6.307205511089657","5.015622835607295","10.931098167710585","3.6503984672956546","8.077136638538454","","","","",""
"289.00","8.00","46.27819983","20.16376994","2.0","8.0","10.69","23.48","1.45","3.15","0.17","0.83","17.98","0.66","174.41","69.89","328215.41","237.7","","","5890.0","2.3693087250369538","3.1561489949598958","0.371563556432483","1.1474024528375417","-1.7719568419318752","-0.18632957819149348","2.8892600290434745","-0.4155154439616658","5.161408849280577","4.246922577489038","12.701425409613258","5.471009374366148","8.681011276645632","","","","",""
"290.00","9.00","46.28459488","20.18732313","2.0","8.0","22.15","13.99","0.07","2.87","0.11","4.82","22.82","0.91","60.45","266.2","12894.39","38.98","","","3090.0","3.0978374964911444","2.63834278867739","-2.659260036932778","1.0543120297715298","-2.2072749131897207","1.572773928062509","3.1276373444339294","-0.09431067947124129","4.101816577060802","5.5842479059610115","9.464547612039484","3.6630486940794147","8.035926369891792","","","","",""
"291.00","10.00","46.26497689","20.18209410","2.0","8.0","52.56","16.78","0.76","3.6","0.28","3.61","704.67","","81.06","51.51","38335.47","353.56","","","2529.0","3.961955374176355","2.8201877010390604","-0.2744368457017603","1.2809338454620642","-1.2729656758128873","1.2837077723447896","6.557729608119854","","4.395189621200163","3.9417759635774936","10.554130856254345","5.868053202192748","7.835579246669965","","","","",""
"292.00","11.00","46.25678531","20.19530116","2.0","8.0","118.27","21.42","0.86","4.05","0.27","7.28","990.15","","127.26","55.96","126150.0","803.41","","","2342.0","4.772970146263026","3.064325065019603","-0.15082288973458366","1.3987168811184478","-1.3093333199837622","1.9851308622085946","6.89785644680289","","4.846232237804646","4.024637149797281","11.745226954069203","6.688865168947543","7.758760544157663","","","","",""
"293.00","12.00","46.26211163","20.16404530","2.0","8.0","16.38","22.55","0.19","3.06","0.48","1.27","56.34","","139.97","168.1","585586.27","98.05","","","1732.0","2.7960610784249234","3.1157350659486873","-1.6607312068216509","1.1184149159642893","-0.7339691750802004","0.23901690047049992","4.0314047624482265","","4.941428113932554","5.12455904041457","13.280368795316125","4.585477552642355","7.4570320891223805","","","","",""
"294.00","13.00","46.26236168","20.15206926","2.0","8.0","478.37","39.87","0.19","8.96","0.12","6.15","3953.2","4.11","109.0","357.88","23791.05","769.93","","","4440.0","6.170384491640029","3.6856241613932634","-1.6607312068216509","2.192770226986839","-2.120263536200091","1.8164520818184267","8.282280656502028","1.4134230285081433","4.6913478822291435","5.880197734679395","10.077064738514707","6.646299601624339","8.39840965542627","","","","",""
"295.00","14.00","46.25827456","20.15745932","2.0","8.0","14.93","46.78","0.7","10.05","0.01","2.58","191.76","0.89","110.33","161.37","4573.36","134.07","","","1371.0","2.703372611551099","3.845455761156033","-0.35667494393873245","2.307572634505085","-4.605170185988091","0.9477893989335261","5.256244590126129","-0.11653381625595151","4.703475874772215","5.083699864953261","8.428003443498557","4.89836205161347","7.223295679562314","","","","",""
"296.00","15.00","46.25394843","20.13878553","2.0","8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"297.00","16.00","46.25061985","20.13224626","2.0","8.0","138.49","42.21","1.28","7.81","0.15","2.99","1409.4","","192.54","71.1","529460.48","2076.27","","","7510.0","4.930798120854626","3.7426571597944074","0.2468600779315258","2.0554049638515948","-1.8971199848858813","1.095273387402595","7.250919360892922","","5.26030392434982","4.264087336809195","13.17961380478868","7.638328293632465","8.92399074475818","","","","",""
"298.00","17.00","46.24668368","20.12573274","2.0","8.0","69.97","52.56","0.24","11.18","0.13","20.64","2266.6","0.08","149.07","47.0","27439.3","773.88","","","2327.0","4.248066578757805","3.961955374176355","-1.4271163556401458","2.414126467726953","-2.0402208285265546","3.027230940613362","7.726036190298848","-2.5257286443082556","5.004415994282339","3.8501476017100584","10.21973157131035","6.651416822810286","7.752335163302292","","","","",""
"299.00","18.00","46.23883960","20.11346484","2.0","8.0","9.12","51.84","0.05","10.65","0.01","3.42","471.35","","160.72","61.96","59650.08","46.41","","","1580.0","2.21046980408624","3.9481620520440193","-2.995732273553991","2.365559892155434","-4.605170185988091","1.2296405510745139","6.155600917842159","","5.079663720506679","4.1264890155486675","10.99625076868191","3.8375149532530846","7.365180126021013","","","","",""
"300.00","19.00","46.23053857","20.10034707","2.0","8.0","5.05","44.51","0.17","10.21","0.01","1.36","29.54","","351.55","42.14","33461.58","38.31","","","1894.0","1.6193882432872684","3.795713883027763","-1.7719568419318752","2.3233676321765744","-4.605170185988091","0.3074846997479607","3.3857452771032337","","5.862351948645171","3.740997408376043","10.418153193987825","3.6457109587125576","7.546446273746024","","","","",""
"301.00","20.00","46.24153422","20.13221898","2.0","8.0","29.53","52.19","0.1","12.02","0.02","2.5","1007.1","","102.51","38.26","54634.89","43.01","","","1875.0","3.3854066957558313","3.9548909056553216","-2.3025850929940455","2.4865719291070616","-3.912023005428146","0.9162907318741551","6.914830192654099","","4.62996035479531","3.644404964012107","10.908427968641421","3.7614326467956447","7.536363938404511","","","","",""
"302.00","21.00","46.24300451","20.14320387","2.0","8.0","49.6","45.49","0.35","9.7","0.04","7.09","448.68","","171.86","61.28","18800.39","86.25","","","1862.0","3.903990833730882","3.817492521581913","-1.0498221244986778","2.272125885509337","-3.2188758248682006","1.958685340544036","6.106309938777023","","5.146680191885077","4.1154535254323354","9.841632893283723","4.457250055911469","7.529406457837013","","","","",""
"303.00","22.00","46.24557979","20.15097325","2.0","8.0","1268.1","60.09","2.34","12.2","0.36","18.16","8390.7","5.76","1242.22","1460.53","63.12","2.46","","","3420.0","7.145274996240854","4.095843438345836","0.85015092936961","2.501435951739211","-1.0216512475319814","2.8992213731731473","9.034879228638868","1.7509374747078","7.124655380462505","7.286554662527481","4.145037676537619","0.9001613499442714","8.13739583005665","","","","",""
"304.00","23.00","46.24840638","20.15806068","2.0","8.0","94.4","44.18","0.86","10.81","0.02","20.84","546.7","30.83","11300.79","289.83","100.0","65.44","","","1824.0","4.547541073151455","3.788272197991971","-0.15082288973458366","2.3804716316511167","-3.912023005428146","3.0368742168851663","6.303900205900954","3.428488241898059","9.332627913761161","5.669294544197528","4.605170185988092","4.181133692294492","7.508787170634276","","","","",""
"305.00","24.00","46.25172895","20.16445487","2.0","8.0","248.11","49.87","1.31","10.33","0.01","8.3","5891.6","","180.0","65.85","320137.26","11849.73","","","3590.0","5.513872196213571","3.9094196195580313","0.2700271372130602","2.3350522831315472","-4.605170185988091","2.1162555148025524","8.681282886615389","","5.19295685089021","4.18737942818929","12.676505120308518","9.380060361493573","8.185907481482324","","","","",""
"306.00","25.00","46.24005589","20.18297373","2.0","8.0","9.04","34.14","0.1","8.24","0.01","0.78","28.39","1.0","5055.43","48.85","245.4","34.79","","","1793.0","2.201659174404085","3.5304697173662944","-2.3025850929940455","2.1090003439213802","-4.605170185988091","-0.2484613592984996","3.34603697048488","0.0","8.52821819212959","3.888754378488792","5.502889532276811","3.5493299891638506","7.491645473605133","","","","",""
"307.00","26.00","46.23663514","20.17605732","2.0","8.0","13.98","39.6","0.11","9.56","0.01","0.5","102.98","7.37","12294.64","50.79","100.0","13.02","","","1683.0","2.637627736805664","3.6788291182604347","-2.2072749131897207","2.25758772706331","-4.605170185988091","-0.6931471805599453","4.634534794617996","1.9974177062012453","9.416918674026418","3.9276994848131537","4.605170185988092","2.5664866367804233","7.428333194190806","","","","",""
"308.00","27.00","46.22037611","20.16340414","2.0","8.0","67.76","53.9","0.67","11.32","0.09","3.77","3403.2","2.08","691.7","374.86","100.0","15.63","","","7970.0","4.215972050343799","3.9871304779149512","-0.40047756659712525","2.4265710727750367","-2.4079456086518722","1.3270750014599193","8.132471444445972","0.7323678937132266","6.5391523356065395","5.926552622930839","4.605170185988092","2.749192144433385","8.98343977178426","","","","",""
"309.00","28.00","46.25197526","20.15110145","2.0","8.0","252.6","58.65","0.56","12.58","0.04","18.51","925.41","","110.44","81.32","229456.68","307.87","","","7340.0","5.531807209916391","4.0715875750994845","-0.579818495252942","2.5321082512722946","-3.2188758248682006","2.9183111265854063","6.830236882552399","","4.704472387061954","4.398391988760146","12.343469532495737","5.729677615951538","8.901094121608562","","","","",""
"310.00","1.00","46.26445781","20.07529457","2.0","9.0","23.15","2.22","0.1","0.54","0.03","3.17","325.8","2.36","513.87","265.78","42563.79","4.12","8.07","17.6","2080.0","3.1419947805322432","0.7975071958841882","-2.3025850929940455","-0.616186139423817","-3.506557897319982","1.1537315878891892","5.786283696167945","0.8586616190375187","6.241970315178003","5.5826688989033615","10.658759170802623","1.415853163361435","7.640123172695364","-0.1733496235149995","-1.1405044496381112","-1.2297615869115188","-0.3242653941975141","0.6477619930811254"
"311.00","2.00","46.27994942","20.09128970","2.0","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"312.00","3.00","46.27069589","20.11667412","2.0","9.0","6.46","5.33","0.39","0.61","0.09","1.68","29.96","6.21","6057.0","1096.25","1478.35","34.18","7.13","17.4","1678.0","1.8656293177945105","1.673351238177753","-0.941608539858445","-0.4942963218147801","-2.4079456086518722","0.5187937934151675","3.3998631586490187","1.8261608959453874","8.708969906980947","6.999650543686393","7.298681879969179","3.5316406776874447","7.425357887027151","-1.0688972116512103","-0.6556290231688946","0.8910670876347647","-1.1234206372994353","1.5801812466996454"
"313.00","4.00","46.27920246","20.12871370","2.0","9.0","23.07","5.93","0.1","0.15","0.04","5.93","751.8","1.98","518.48","95.76","1819.67","57.04","7.74","16.8","5970.0","3.138533072185662","1.780024213009634","-2.3025850929940455","-1.8971199848858813","-3.2188758248682006","1.780024213009634","6.622470331130078","0.6830968447064438","6.250901454119461","4.561845061249718","7.506410444949303","4.04375277610604","8.694502206386648","0.11301236192539356","-0.9020345854381095","0.05873719011059499","0.06112639259804592","0.15941771235853694"
"314.00","5.00","46.27494389","20.13112318","2.0","9.0","80.36","2.95","0.1","0.34","0.01","5.4","484.0","1.41","563.11","65.57","224028.93","19.69","8.09","18.1","3630.0","4.386516539946734","1.0818051703517284","-2.3025850929940455","-1.0788096613719298","-4.605170185988091","1.6863989535702288","6.182084906716632","0.34358970439007686","6.333474990937907","4.183118274275528","12.319530474283518","2.9801108926510342","8.196987927258897","0.21507764074310134","-1.117222745412615","-0.6125565844322715","0.3505250851220506","-0.32092446320568935"
"315.00","6.00","46.26920020","20.15307660","2.0","9.0","7.33","3.99","0.1","0.39","0.01","1.17","25.3","1.77","521.09","82.11","169537.58","13.4","7.49","16.8","5850.0","1.9919755158985601","1.3837912309017721","-2.3025850929940455","-0.941608539858445","-4.605170185988091","0.1570037488096647","3.2308043957334744","0.5709795465857378","6.2559227715564045","4.4080598117206975","12.040829892142863","2.5952547069568657","8.674196940225903","-1.4165066210177402","-0.759093356693008","0.2249083673598798","1.0464958714709665","-0.007723262761215793"
"316.00","7.00","46.26934011","20.16596127","2.0","9.0","24.67","4.59","0.1","0.48","0.09","1.94","756.9","1.68","331.72","116.17","48808.23","4.44","7.58","18.8","3160.0","3.2055879305412653","1.5238800240724537","-2.3025850929940455","-0.7339691750802004","-2.4079456086518722","0.6626879730752367","6.6292311443151215","0.5187937934151675","5.804291239583003","4.755054635525384","10.795654225162824","1.4906543764441336","8.058327306580958","-0.20118944270926936","-0.9373268904485031","-0.3662558711534216","0.07135567047256028","0.15200794643720772"
"317.00","8.00","46.27819983","20.16376994","2.0","9.0","17.43","8.58","0.02","0.39","0.01","1.85","395.0","2.57","742.72","82.46","332351.63","223.11","7.28","19.2","3870.0","2.8581928595319295","2.149433913499871","-3.912023005428146","-0.941608539858445","-4.605170185988091","0.6151856390902335","5.978885764901122","0.9439058989071284","6.6103191230860725","4.412313327278754","12.713948813925882","5.407664923383319","8.261009786023827","-0.4630095264638601","-0.6147407823485167","1.2191765910881043","0.7554349123703595","-0.3155977874439301"
"318.00","9.00","46.28459488","20.18732313","2.0","9.0","11.16","4.28","0.1","0.29","0.01","2.2","15.82","4.8","607.31","368.83","9168.25","8.0","7.67","20.4","3080.0","2.412335956953165","1.4539530095937054","-2.3025850929940455","-1.2378743560016174","-4.605170185988091","0.7884573603642703","2.761274962339508","1.5686159179138452","6.409039369094324","5.910335833276507","9.123501707343642","2.0794415416798357","8.03268487596762","-0.9743481662761853","-1.2291018308645636","-0.19101295496408724","-0.10398366866259756","1.1793089876111904"
"319.00","10.00","46.26497689","20.18209410","2.0","9.0","135.6","4.24","0.54","0.53","0.29","4.89","1526.0","2.31","497.04","46.9","35523.63","412.0","7.2","19.5","2492.0","4.909709375506295","1.4445632692438664","-0.616186139423817","-0.6348782724359695","-1.2378743560016174","1.5871923034867805","7.330405211844402","0.8372475245337022","6.208670505755438","3.8480176754522337","10.477953387830402","6.021023349349527","7.820840879907344","0.5872868990598238","-0.7287710085624372","1.2125951099154804","-0.1727466592128812","-0.8046564006326513"
"320.00","11.00","46.25678531","20.19530116","2.0","9.0","27.79","3.28","0.1","0.33","0.02","2.42","177.6","1.69","479.42","45.14","89188.42","5.27","7.27","19.8","2034.0","3.3246762437544124","1.1878434223960523","-2.3025850929940455","-1.1086626245216111","-3.912023005428146","0.883767540168595","5.17953383055807","0.5247285289349821","6.172577039945264","3.8097687713893897","11.39850648951287","1.6620303625532709","7.617759576608505","-0.4054980995593791","-1.1573389186331247","0.277966854912124","-0.26092466462854164","-0.628645041844428"
"321.00","12.00","46.26211163","20.16404530","2.0","9.0","4.73","6.35","0.1","0.09","0.01","0.63","42.87","4.72","558.81","0.0","536880.3","25.69","6.97","16.3","17240.0","1.5539252025038417","1.8484548129046001","-2.3025850929940455","-2.4079456086518722","-4.605170185988091","-0.4620354595965587","3.7581722806098856","1.5518087995974639","6.325809522713021","","13.193530443616051","3.2461018111217923","9.754987544217684","","","","",""
"322.00","13.00","46.26236168","20.15206926","2.0","9.0","512.8","4.2","0.1","0.28","0.07","5.19","4840.0","5.89","435.55","801.53","23719.43","4.66","7.09","20.5","4350.0","6.23988590560646","1.4350845252893227","-2.3025850929940455","-1.2729656758128873","-2.659260036932778","1.6467336971777973","8.484669999710677","1.7732559976634952","6.076609600264901","6.686522401168219","10.074049822468796","1.5390154481375546","8.37793112408273","1.0325306766621234","-1.579124086779093","0.020655396738582965","0.16071839687149098","2.033817415064529"
"323.00","14.00","46.25827456","20.15745932","2.0","9.0","13.77","5.78","0.1","0.25","0.02","0.57","719.8","1.77","443.23","79.3","1811.44","4.35","7.63","20.6","1346.0","2.6224923127405635","1.7544036826842861","-2.3025850929940455","-1.3862943611198906","-3.912023005428146","-0.5621189181535413","6.5789733956449306","0.5709795465857378","6.094088822672927","4.373238128640803","7.501877388064266","1.4701758451005926","7.204892510204673","-0.4008534534633185","-1.121449136338644","-0.3020652365696107","-1.2888866567492574","-0.24420328485358067"
"324.00","15.00","46.25394843","20.13878553","2.0","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"325.00","16.00","46.25061985","20.13224626","2.0","9.0","491.3","5.47","0.28","0.34","0.14","1.87","1305.0","2.73","557.52","94.64","497959.96","14.33","7.35","17.1","6940.0","6.197054939174603","1.6992786164338898","-1.2729656758128873","-1.0788096613719298","-1.9661128563728327","0.6259384308664954","7.173958319756794","1.0043016091968684","6.323498377130264","4.550080219670131","13.118274951167981","2.6623552418400807","8.84505705350085","0.3160570587931878","-0.8810590167584829","0.2714927357026444","1.1178296880181675","0.4511629507234411"
"326.00","17.00","46.24668368","20.12573274","2.0","9.0","73.2","5.05","0.04","0.36","0.22","15.58","2204.0","0.28","466.84","48.81","24488.42","67.21","7.64","18.5","2332.0","4.293195420967266","1.6193882432872684","-3.2188758248682006","-1.0216512475319814","-1.5141277326297755","2.7459880404426023","7.698029170272805","-1.2729656758128873","6.1459865865441525","3.887935209899056","10.105955631735926","4.2078220459818745","7.754481547470383","0.8998072843169458","-0.8318109618582568","0.12277926049790175","-0.4831072882466527","-1.4524988319110232"
"327.00","18.00","46.23883960","20.11346484","2.0","9.0","104.6","4.17","0.1","0.37","0.09","4.94","872.5","1.99","665.91","98.87","65080.39","20.08","7.63","17.2","1490.0","4.650143551630823","1.4279160358107101","-2.3025850929940455","-0.9942522733438669","-2.4079456086518722","1.5973653311998313","6.771362654076582","0.688134638736401","6.5011545262736785","4.593805855909042","11.08337855393948","2.9997242948235283","7.306531398939505","0.4726463448078724","-0.8272711881776488","-0.2084988437152488","-0.6224190084300172","-0.3393670736730537"
"328.00","19.00","46.23053857","20.10034707","2.0","9.0","9.47","3.62","0.1","0.36","0.01","2.29","63.65","1.78","582.13","57.68","64817.2","8.83","7.12","17.5","1671.0","2.248128907197987","1.2864740258376797","-2.3025850929940455","-1.0216512475319814","-4.605170185988091","0.8285518175661483","4.153399325003416","0.5766133643039938","6.366693790486182","4.054910492976694","11.079326279218265","2.178155014615869","7.421177528595393","-0.8541044769133737","-0.8098411475635949","0.4916144335239374","-0.3479393778296822","-0.6938294513849924"
"329.00","20.00","46.24153422","20.13221898","2.0","9.0","65.8","7.9","0.1","0.54","0.1","0.42","1512.0","1.44","511.12","42.69","30352.48","4.63","7.51","18.9","1783.0","4.186619838331271","2.066862759472976","-2.3025850929940455","-0.616186139423817","-2.3025850929940455","-0.8675005677047231","7.321188556739478","0.36464311358790924","6.236604396294088","3.7539647007698704","10.320633506493607","1.5325568680981427","7.48605261786314","-0.17706543617021595","-0.5890554666586518","-0.061885645199542205","-0.6506897337670005","-0.6354638294666126"
"330.00","21.00","46.24300451","20.14320387","2.0","9.0","71.77","3.21","0.1","0.38","0.07","2.8","899.4","1.16","545.52","76.36","10856.33","9.34","7.49","19.2","1876.0","4.273466561441981","1.1662709371419244","-2.3025850929940455","-0.9675840262617056","-2.659260036932778","1.0296194171811581","6.801727874336607","0.14842000511827322","6.301739468212397","4.335458998857547","9.292503598989322","2.234306252240751","7.53689712956617","0.25143144870190554","-1.1297192885175793","-0.08587796846355031","-0.7864153503949521","-0.416748465285981"
"331.00","22.00","46.24557979","20.15097325","2.0","9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"332.00","23.00","46.24840638","20.15806068","2.0","9.0","99.67","5.74","0.38","0.91","0.56","4.23","278.5","24.09","11497.5","349.16","100.0","19.85","6.92","17.6","1779.0","4.601864728979365","1.747459210331475","-0.9675840262617056","-0.09431067947124129","-0.579818495252942","1.4422019930581866","5.629418059367339","3.18179681662678","9.349884899414079","5.855530269867149","4.605170185988092","2.9882040071331994","7.483806687665835","0.1344129395926002","-0.4020982042011211","1.3198178643307379","-2.1007846545802944","1.6934164555454994"
"333.00","24.00","46.25172895","20.16445487","2.0","9.0","165.0","6.94","1.21","0.41","0.19","8.26","6239.0","2.41","509.14","74.91","340771.45","9007.07","7.03","16.7","3730.0","5.10594547390058","1.937301774518713","0.1906203596086497","-0.8915981192837836","-1.6607312068216509","2.1114245875328868","8.738575192110787","0.8796267475025636","6.232723027847363","4.316287392959792","12.738967296953925","9.10576510348664","8.224163512637862","0.9454439640156569","-0.35850148378202906","1.899960238802964","0.8469306845256053","-0.8145833426442606"
"334.00","25.00","46.24005589","20.18297373","2.0","9.0","8.11","2.51","0.1","0.66","0.03","1.5","48.22","0.79","5184.64","48.54","2286.41","70.31","7.08","20.0","1761.0","2.0930978681273213","0.9202827531436925","-2.3025850929940455","-0.4155154439616658","-3.506557897319982","0.4054651081081644","3.875773872753025","-0.23572233352106983","8.553455687202073","3.8823882002984553","7.734738180853932","4.25291403621107","7.473637108496206","-1.0170061616725823","-0.9482497538035727","1.5508926670560736","-1.2560608928200827","-1.0088196873376911"
"335.00","26.00","46.23663514","20.17605732","2.0","9.0","14.55","2.96","0.1","0.93","0.36","3.04","35.7","18.46","12374.36","126.0","150.1","75.57","7.01","20.6","1643.0","2.6775909936175015","1.085189268335969","-2.3025850929940455","-0.07257069283483537","-1.0216512475319814","1.1118575154181303","3.5751506887855933","2.9156062290747062","9.423381868927795","4.836281906951478","5.011301738639416","4.325059379032629","7.404279118037268","-0.7340551676075637","-0.7540537104376616","1.844203828325153","-1.9997810829505502","0.808584596686815"
"336.00","27.00","46.22037611","20.16340414","2.0","9.0","159.9","7.37","0.51","0.51","0.1","6.21","4011.0","4.43","894.86","362.38","1149.37","30.2","7.37","20.6","8040.0","5.074548619839908","1.9974177062012453","-0.6733445532637656","-0.6733445532637656","-2.3025850929940455","1.8261608959453874","8.296795865770052","1.4883995840570443","6.796667281458249","5.892693385007961","7.046969245158802","3.407841924380824","8.992184362173012","0.8096069221832186","-0.9650117365731861","0.5339671868545952","-0.03989340161777665","1.5916332697607294"
